money,name,id,owner,capital,status
2000000,德勤投資股份有限公司,23116897,徐旭平,"6,000,000,000",核准設立
2000000,遠東國際商業銀行股份有限公司,86517096,侯金英,"45,000,000,000",核准設立
2000000,巨豐旅館管理顧問股份有限公司,16156865,范華軍,"12,000,000",核准設立
2000000,宏盛建設股份有限公司,22221180,林新欽,"8,000,000,000",核准設立
2000000,富喬工業股份有限公司,16834268,張元賓,"6,000,000,000",核准設立
2000000,竹風建設股份有限公司,28161131,徐榮聰,"2,000,000,000",核准設立
2000000,達泰投資股份有限公司,16743605,張平沼,"900,000,000",核准設立
2000000,亞東證券股份有限公司,36552651,杜金森,"8,000,000,000",核准設立
2000000,金駿營造股份有限公司,54003659,邱秉澤,"500,000,000",核准設立
2000000,遠鼎投資股份有限公司,22266828,徐旭東,"25,000,000,000",核准設立
2000000,南僑油脂事業股份有限公司,52610685,陳飛龍,"500,000,000",核准設立
2000000,興富發建設股份有限公司,12305479,鄭志隆,"20,000,000,000",核准設立
2000000,森豐國際股份有限公司,86024918,林登裕,"500,000,000",核准設立
2000000,遠智證劵股份有限公司,29039617,劉玫玲,"400,000,000",核准設立
2000000,裕鼎實業股份有限公司,86686418,周維崑,"1,500,000,000",核准設立
2000000,正喆企業有限公司,55783230,宋素英,"30,975,000",核准設立
2000000,金協興營造股份有限公司,93693490,白英志,"350,000,000",核准設立
2000000,遠東巨城購物中心股份有限公司,53113432,李靜芳,"1,000,000,000",核准設立
2000000,元盛國際興業股份有限公司,53756716,鄭志隆,"300,000,000",核准設立
2000000,漢神購物中心股份有限公司高雄分公司,28435462,,,
2000000,久津實業股份有限公司,59003799,王貴賢,"2,000,000,000",核准設立
2000000,富達運輸股份有限公司,23222341,席家宜,"279,279,000",核准設立
2000000,亞利通運股份有限公司,94781149,張英豐,"100,000,000",核准設立
2000000,遠揚建設股份有限公司,36538005,王孝一,"3,432,413,120",核准設立
2000000,高雄富國製衣股份有限公司,89004063,蔡敏雄,"40,000,000",核准設立
1920000,富旺國際開發股份有限公司,97447647,林正雄,"2,000,000,000",核准設立
1900000,力麒建設股份有限公司,86690644,郭淑珍,"9,000,000,000",核准設立
1900000,京站投資控股企業股份有限公司,53957740,林榮顯,"2,000,000,000",核准設立
1800000,吉美建設事業股份有限公司,96964262,蔡郁君,"800,000,000",核准設立
1800000,淡水第一信用和合作社,37098407,,,
1800000,聯上實業股份有限公司,16126477,蘇永義,"3,000,000,000",核准設立
1800000,中科國際物流股份有限公司,29182232,陳銀海,"400,000,000",核准設立
1800000,拓凱實業股份有限公司,52590175,沈文振,"1,800,000,000",核准設立
1800000,常鋐投資股份有限公司,80330926,姚文良,"570,000,000",核准設立
1700000,中隆科技股份有限公司,16094334,廖乾宏,"648,800,000",核准設立
1700000,鴻鉅建設股份有限公司,24330353,林展瑞,"100,000,000",核准設立
1700000,興利開發股份有限公司,16836821,余俊彥,"3,500,000,000",核准設立
1700000,全坤建設開發股份有限公,04921056,李勇毅,"2,980,000,000",核准設立
1700000,大慶票券金融股份有限公司,97172915,莊隆昌,"3,291,112,500",核准設立
1650000,宏錦建設股份有限公司,80673231,錢小龍,"40,000,000",核准設立
1600000,冠亞鋁門窗行,93943075,李宗哲,"3,000,000",核准設立
1600000,豐和國際投資股份有限公司,25124555,謝建國,"60,000,000",核准設立
1600000,力福實業股份有限公司,04465108,蘇景松,"105,000,000",核准設立
1600000,新潤興業股份有限公司,16318881,黃文辰,"1,200,000,000",核准設立
1600000,北京建設股份有限公司,84731424,許芬蘭,"75,000,000",核准設立
1600000,欣建工業股份有限公司,28042430,李永清,"1,532,500,000",核准設立
1600000,台灣福興工業股份有限公司,75706009,林瑞章,"2,424,000,000",核准設立
1600000,揚潤營造股份有限公司,91759468,許智峰,"65,000,000",核准設立
1504411,榕國投資股份有限公司,27790941,魏嘉銘,"1,000,000",核准設立
1500000,福華工程股份有限公司,33400105,簡文祥,"650,000,000",核准設立
1500000,三發地產股份有限公司,84466749,蔡智杰,"3,800,000,000",核准設立
1500000,鼎豐傳播事業股份有限公司,16094221,趙世亨,"800,000,000",核准設立
1500000,福懋興業股份有限公司,14001199,王文淵,"16,846,646,370",核准設立
1500000,博元建設股份有限公司,27543652,曹淵博,"737,000,000",核准設立
1500000,天聲工業股份有限公司,12275995,張水圳,"1,200,000,000",核准設立
1500000,富味鄉食品股份有限公司,12467902,陳昶宏,"1,500,000,000",核准設立
1500000,全國加油站股份有限公司,22958907,賴正時,"4,500,000,000",核准設立
1500000,家登精密工業股份有限公司,16406379,邱銘乾,"1,000,000,000",核准設立
1500000,金寶電子工業股份有限公司,04370927,許勝雄,"20,000,000,000",核准設立
1500000,燿華電子股份有限公司,05637971,張元銘,"7,000,000,000",核准設立
1500000,喬成工程有限公司,84317489,邱清通,"8,000,000",核准設立
1500000,利安企業有限公司,55788609,宋素英,"81,591,600",核准設立
1500000,新合投資股份有限公司,80355545,李盈助,"672,000,000",核准設立
1500000,車王電子股份有限公司,04827138,蔡裕慶,"1,850,000,000",核准設立
1500000,寶利資產開發股份有限公司,50755397,許文姿,"27,000,000",核准設立
1500000,新泉營造股份有限公司,85739583,陳昭宏,"980,350,000",核准設立
1500000,寶聚開發股份有限公司,23220364,盧明燦,"180,000,000",核准設立
1500000,東森人身保險代理人股份有限公司,80655698,林登裕,"400,000,000",核准設立
1450000,雲豹能源科技股份有限公司,42852207,賴勁麟,"2,000,000,000",核准設立
1450000,伍豐科技股份有限公司,89961466,徐明哲,"3,000,000,000",核准設立
1413235,盛傑營造有限公司,16440757,張加章,"220,000,000",核准設立
1400000,環隆科技股份有限公司,52878846,歐正明,"2,047,460,000",核准設立
1400000,日友水產股份有限公司,22000270,柯俊明,"196,000,000",核准設立
1400000,磐亞股份有限公司,05712099,王貴賢,"4,800,000,000",核准設立
1400000,中工機械股份有限公司,97170064,沈慶光,"1,200,000,000",核准設立
1400000,寶信營造股份有限公司,16494129,張永富,"233,098,630",核准設立
1400000,皇苑建設股份有限公司,86339831,郭敏能,"1,135,150,000",核准設立
1400000,成隆漁業股份有限公司,22660336,柯俊明,"227,700,000",核准設立
1400000,台灣百和工業股份有限公司,09468343,鄭森煤,"3,800,000,000",核准設立
1400000,新光鋼鐵股份有限公司,35836625,粟明德,"3,600,000,000",核准設立
1300000,強生遊艇股份有限公司,22421912,黃文弘,"45,000,000",核准設立
1300000,新源投資股份有限公司,16660549,粟明德,"500,000,000",核准設立
1300000,達麗建設事業股份有限公司,04477420,謝志長,"4,000,000,000",核准設立
1300000,升鵬科技有限公司,23046252,李德群,"5,000,000",核准設立
1300000,良聯工業股份有限公司,89436978,薛良田,"350,000,000",核准設立
1300000,北碁建設股份有限公司,84251037,葉曉甄,"800,000,000",核准設立
1300000,台灣農林股份有限公司,07525207,吳清源,"16,000,000,000",核准設立
1300000,益洲股份有限公司,96904130,秦嘉鴻,"490,000,000",核准設立
1250000,富宇地產股份有限公司,22099391,張清全,"2,000,000,000",核准設立
1250000,長生天生命禮儀股份有限公司,54968359,黃玉昌,"50,000,000",核准設立
1215000,包昇數位文化有限公司,53123157,陳延昶,"615,000",核准設立
1200000,遊戲橘子數位科技股份有限公司,89550029,劉柏園,"2,500,000,000",核准設立
1200000,良衛環保工程股份有限公司,97396680,張芳正,"55,000,000",核准設立
1200000,德陽投資股份有限公司,27808626,周銘輝,"51,000,000",核准設立
1200000,正新環保工程股份有限公司,16010594,張芳正,"20,000,000",核准設立
1200000,釆略投資股份有限公司,27290565,姚連地,"51,800,000",核准設立
1200000,基宏實業股份有限公司,86377546,黃義敦,"150,000,000",核准設立
1200000,璟瑞企業股份有限公司,80127509,楊文瑞,"155,000,000",核准設立
1200000,金益鼎企業股份有限公司,97419282,莊清旗,"1,000,000,000",核准設立
1200000,般若科技股份有限公司,22063416,蔡秋琦,"500,000,000",核准設立
1130000,皇晉工業有限公司,89582922,陳皇進,"68,000,000",核准設立
1100000,富貿企業股份有限公司,79413048,林朱美華,"315,000,000",核准設立
1100000,興富發置業股份有限公司,70442768,苗青德,"100,000,000",核准設立
1100000,晶麗企業股份有限公司,27551738,周春宏,"28,850,000",核准設立
1100000,勝一化工股份有限公司,75970680,孫靜源,"2,000,000,000",核准設立
1100000,文井投資股份有限公司,80720348,阮珮綸,"10,000,000",核准設立
1100000,禾聯碩股份有限公司,80333058,蔡金土,"1,000,000,000",核准設立
1100000,微風場站開發股份有限公司,28441577,黃瑞姸,"600,000,000",核准設立
1100000,柏文健康事業股份有限公司,27693238,陳尚義,"1,000,000,000",核准設立
1100000,長春石油化學股份有限公司,11384806,廖龍星,"7,151,862,870",核准設立
1100000,富田電機股份有限公司,22802861,張金鋒,"600,000,000",核准設立
1100000,德揚實業股份有限公司,65803925,陳武楨,"28,000,000",核准設立
1072000,金車股份有限公司,05007903,李添財,"4,050,000,000",核准設立
1050000,升育鋼鐵股份有限公司,16495801,曾隆泉,"120,000,000",核准設立
1050000,寶凱電子企業股份有限公司,23347270,黃秀青,"105,000,000",核准設立
1040000,宏普建設股份有限公司,23113054,段津華,"4,300,000,000",核准設立
1005000,賀鐵企業股份有限公司,84336628,陳清文,"39,000,000",核准設立
1000020,鋇泰電子陶瓷股份有限公司,22679601,陳亮慶,"600,000,000",核准設立
1000000,威力國際開發股份有限公司,23533942,凃佩勳,"800,000,000",核准設立
1000000,工溪營造有限公司,70610032,張伯瑞,"23,000,000",核准設立
1000000,鑫輝鋼鐵股份有限公司,23651291,陳永賢,"1,250,000,000",核准設立
1000000,巨山林資訊科技股份有限公司,53079259,郭濟綱,"16,000,000",核准設立
1000000,岱旻有限公司,27825300,蕭曉芬,"500,000",核准設立
1000000,德昇船舶貨物裝卸承攬股份有限公司,16123507,曾進三,"50,000,000",核准設立
1000000,永暉油脂股份有限公司,81103646,陳水發,"10,000,000",核准設立
1000000,開元國際投資股份有限公司,16744436,鄭澄宇,"3,800,000,000",核准設立
1000000,寶聯光學股份有限公司,12974203,蔡國平,"195,900,000",核准設立
1000000,詠岱有限公司,53517883,蕭羽蓁,"1,000,000",核准設立
1000000,豐寶資產管理股份有限公司,70560981,魏秀玲,"215,497,690",核准設立
1000000,正威營造有限公司,16820243,陳來成,"11,000,000",核准設立
1000000,保辰建設有限公司,53649033,蔡雨霖,"350,000,000",核准設立
1000000,日口佢企業有限公司,86894773,陳政茂,"20,000,000",核准設立
1000000,台灣偉士伯股份有限公司,75707909,梁平勇,"1,200,000,000",核准設立
1000000,圓太室內裝修有限公司,12608305,陳照燕,"5,000,000",核准設立
1000000,大慶汽車工業股份有限公司,22318282,張天吉,"2,303,000,000",核准設立
1000000,永盈投資股份有限公司,23987063,張德明,"60,000,000",核准設立
1000000,遠富國際股份有限公司,96978391,趙世亨,"700,779,710",核准設立
1000000,三大有線電視股份有限公司,97176736,謝新隆,"800,000,000",核准設立
1000000,八馬國際事業有限公司,24201689,王文欽,"10,000,000",核准設立
1000000,有限責任彰化第一信用合作社,58810302,,,
1000000,東森財產保險代理人股份有限公司,80655769,林登裕,"200,000,000",核准設立
1000000,力方開發事業股份有限公司,59159899,黃偉勵,"200,000,000",核准設立
1000000,北投麗禧溫泉酒店(股)公司,24324161,翁秀文,"721,000,000",核准設立
1000000,嘉典工業股份有限公司,89514586,彭達均,"23,000,000",核准設立
1000000,國證投資開發股份有限公司,27718842,陳碩偉,"151,000,000",核准設立
1000000,震南鐵線股份有限公司,86540792,黃錦榮,"600,000,000",核准設立
1000000,慈陽金屬工業股份有限公司,88656170,蔡圖晉,"70,000,000",核准設立
1000000,永鑫能源股份有限公司,53911029,湯孟翰,"90,000,000",核准設立
1000000,漢神投資股份有限公司,53927198,蔡哲雄,"3,100,000,000",核准設立
1000000,懇儀股份有限公司,70408142,鄭月束,"5,000,000",核准設立
1000000,遠百新世紀開發股份有限公司,70755199,徐旭東,"2,320,000,000",核准設立
1000000,無限映像製作有限公司,12661954,林炳煌,"25,200,000",核准設立
1000000,興和精密紡織股份有限公司,86861392,高溪川,"250,000,000",核准設立
1000000,依士明有限公司,86085597,劉明雄,"25,000,000",核准設立
1000000,好帝一食品有限公司,69672278,劉貞秀,"99,000,000",核准設立
1000000,冠郢企業股份有限公司,70417466,林清和,"320,000,000",核准設立
1000000,榮成紙業股份有限公司,34202841,鄭瑛彬,"15,000,000,000",核准設立
1000000,中陽文創藝術股份有限公司,12887496,張異昌,"60,000,000",核准設立
1000000,博臻股份有限公司,16557170,劉興霞,"247,500,000",核准設立
1000000,慶耀工程股份有限公司,54003638,劉字牟,"90,561,120",核准設立
1000000,寒舍餐旅管理顧問股份有限公司,70471881,蔡伯翰,"2,000,000,000",核准設立
1000000,亞昕國際開發股份有限公司,89961389,姚連地,"5,000,000,000",核准設立
1000000,陳廷杰建築師事務所,21598264,,,
1000000,建新國際股份有限公司,23250583,陳銀海,"2,000,000,000",核准設立
1000000,梧濟工業股份有限公司,22977236,張和明,"1,200,000,000",核准設立
1000000,堉群實業股份有限公司,12515088,張志明,"1,672,075,500",核准設立
1000000,普訊開發股份有限公司,86510798,柯文昌,"92,000,000",核准設立
1000000,長虹建設股份有限公司,04633597,李文造,"4,000,000,000",核准設立
1000000,威俊國際開發股份有限公司,24749420,凃佩勳,"1,007,725,770",核准設立
1000000,遠東建築經理股份有限公司,96928479,鄭澄宇,"100,000,000",核准設立
1000000,得鋐投資股份有限公司,80337097,李盈助,"1,440,000,000",核准設立
1000000,宜進實業股份有限公司,07669338,詹正田,"5,600,000,000",核准設立
1000000,裕通投資股份有限公司,70757345,張宗良,"1,850,000,000",核准設立
1000000,鴻揚創業投資股份有限公司,97164611,黃德才,"11,995,000,000",核准設立
1000000,雋霖行銷顧問有限公司,82787787,王秀霞,"3,000,000",核准設立
1000000,遠東百貨股份有限公司,03521905,徐旭東,"17,500,000,000",核准設立
1000000,新順包裝開發有限公司,27457327,程秀英,"2,000,000",核准設立
1000000,創利工程有限公司,29147849,李大誠,"22,000,000",核准設立
1000000,京融開發股份有限公司,25161328,范秉豐,"30,000,000",核准設立
1000000,京騰營造股份有限公司,97397668,唐錚,"100,000,000",核准設立
1000000,太平洋流通投資股份有限公司,70377128,徐旭東,"10,000,000,000",核准設立
1000000,裕鈜實業股份有限公司,13141995,張天吉,"30,000,000",核准設立
1000000,寄生股份有限公司,12808113,蔡國洲,"250,000,000",核准設立
1000000,揚峯慶股份有限公司,16508170,張異昌,"210,000,000",核准設立
1000000,全芙投資股份有限公司,53343048,陳洪雪,"307,210,000",核准設立
1000000,創頂建設股份有限公司,24216769,黃福來,"29,900,000",核准設立
1000000,佳大世界股份有限公司,72072615,吳大和,"1,200,000,000",核准設立
1000000,國棟國際股份有限公司,16513006,王來好,"28,000,000",核准設立
1000000,豐興鋼鐵股份有限公司,55389357,林明儒,"7,000,000,000",核准設立
1000000,瑞軒房屋仲介股份有限公司,42609225,楊邴淇,"4,000,000",核准設立
1000000,寶丞鋁業有限公司,79976010,蔡清江,"20,000,000",核准設立
1000000,富金機網絡科技股份有限公司,24781933,劉士銘,"31,092,760",核准設立
1000000,鼎宇建設股份有限公司,86442286,張調,"350,000,000",核准設立
1000000,三門科技股份有限公司,16268003,陳政隆,"300,000,000",核准設立
1000000,遠東資源開發股份有限公司,80031413,徐旭東,"12,000,000,000",核准設立
1000000,鉅橡企業股份有限公司,96865657,莊煌星,"1,000,000,000",核准設立
1000000,中埔混凝土股份有限公司,55874013,吳林菊蘭,"29,500,000",核准設立
1000000,良澔科技企業股份有限公司,84710878,周芳如,"800,000,000",核准設立
1000000,康益股份有限公司,16050315,邱振楷,"860,000,000",核准設立
1000000,良瑋纖維股份有限公司,07702646,周芳如,"220,000,000",核准設立
1000000,所羅門股份有限公司,23640801,陳政隆,"5,000,000,000",核准設立
1000000,富比特塑膠模具股份有限公司,23486650,蔡春票,"111,375,000",核准設立
1000000,達威光電股份有限公司,23746488,陳政隆,"1,800,000,000",核准設立
1000000,富相科技股份有限公司,23819587,陳健三,"1,500,000,000",核准設立
1000000,摩迪投資股份有限公司,97316032,陳政隆,"511,600,000",核准設立
1000000,富立物業有限公司,24960696,蔡瑞國,"500,000",核准設立
1000000,大聚化學纖維股份有限公司,05717502,鄭澄宇,"1,422,786,990",核准設立
1000000,人杰老四川餐飲管理顧問股份有限公司,28836494,宇辰投資有限公司,"300,000,000",核准設立
1000000,登榮塑膠企業(股)公司,72214207,蔡雪馨,"21,970,000",核准設立
1000000,遠百亞太開發股份有限公司,16098021,徐旭東,"4,000,000,000",核准設立
1000000,鴻準精密工業股份有限公司,23707801,洪誌謙,"15,000,000,000",核准設立
1000000,翰蔘生技股份有限公司,74003853,李武龍,"120,000,000",核准設立
1000000,鴻海精密工業股份有限公司,04541302,劉揚偉,"180,000,000,000",核准設立
1000000,裕鋐投資(股)公司,80331782,李盈助,"1,770,000,000",核准設立
1000000,精技電腦股份有限公司,12215548,葉國筌,"3,200,000,000",核准設立
1000000,金寶山事業股份有限公司,86510452,曹光澯,"500,000,000",核准設立
1000000,福隆建設股份有限公司本捐款於109-1-9退還該公司,84917316,趙恩博,"600,000,000",核准設立
1000000,宏璟建設股份有限公司,22344508,簡文祥,"2,703,060,000",核准設立
1000000,遠銀資產管理股份有限公司,27231356,林建忠,"2,550,000,000",核准設立
1000000,巨飛電腦科技有限公司,12617851,張明鐘,"10,000,000",核准設立
1000000,正豐纖維股份有限公司,22616825,尤利春,"80,000,000",核准設立
1000000,金弘承營造股份有限公司,75921990,盧宗焜,"100,000,000",核准設立
1000000,幸孚預拌混凝土廠股份有限公司,84255792,陳兩傳,"220,000,000",核准設立
1000000,柏宏貿易股份有限公司,22570882,劉珀秀,"10,000,000",核准設立
1000000,國美建設股份有限公司,97128469,張金枝,"2,550,000,000",核准設立
1000000,濟盟建設股份有限公司,86691398,王兆杰,"400,000,000",核准設立
1000000,加東有限公司,45894264,胡銘廷,"1,000,000",核准設立
1000000,宜韋室內裝修股份有限公司,23649388,王純香,"29,700,000",核准設立
1000000,紘陽科技有限公司,29058326,陳睿霖,"18,000,000",核准設立
1000000,百鼎投資股份有限公司,22267875,徐旭東,"2,000,000,000",核准設立
1000000,怪怪貿易有限公司,84460013,廖英熙,"24,000,000",核准設立
1000000,治道投資股份有限公司,16771307,曾森縣,"39,000,000",核准設立
1000000,奕晟投資開發有限公司,53981122,陳明欽,"66,000,000",核准設立
1000000,常億投資股份有限公司,16771329,許瑋耘,"20,000,000",核准設立
1000000,德宇投資股份有限公司,70508275,楊佳瑋,"29,000,000",核准設立
1000000,鍵吉科技股份有限公司,16335586,康錫東,"132,000,000",核准設立
1000000,耿鼎企業股份有限公司,22081250,李茂源,"2,500,000,000",核准設立
1000000,巨綱企業股份有限公司,16605130,郭濟綱,"29,300,000",核准設立
1000000,遠通投資股份有限公司,70757366,王健誠,"7,400,000,000",核准設立
1000000,鑫科材料科技股份有限公司,16827203,黃重嘉,"1,000,000,000",核准設立
1000000,昇利鋼鐵工業股份有限公司,22821500,黃友三,"300,000,000",核准設立
1000000,萬隆印刷股份有限公司,86352708,唐曉棻,"25,000,000",核准設立
1000000,東電股份有限公司,04373353,顏唐美玉,"15,000,000",核准設立
1000000,加璽企業股份有限公司,89673628,趙秀月,"10,000,000",核准設立
1000000,高盈貿易有限公司,22536837,王曉旭,"29,900,000",核准設立
1000000,港中龍投資股份有限公司,16123491,徐漢忠,"91,000,000",核准設立
1000000,立勤鋼鐵股份有限公司,55975119,林益辰,"178,087,580",核准設立
1000000,維利投資股份有限公司,12743891,楊玉全,"1,000,000",核准設立
1000000,祥興工業有限公司,45045571,吳湘瑩,"3,000,000",核准設立
1000000,慶達投資股份有限公司,22419900,吳清源,"1,000,000,000",核准設立
1000000,盛香投資有限公司,45149040,黃梨香,"29,990,000",核准設立
1000000,僑隆實業股份有限公司,60244016,郭炳墩,"260,000,000",核准設立
1000000,節能互利股份有限公司,16124323,譚芸華,"18,000,000",核准設立
1000000,吸引力汽車材料百貨有限公司,84122920,闕秀玲,"25,000,000",核准設立
1000000,高吉貿易股份有限公司,86454661,黃昭淵,"239,500,000",核准設立
1000000,華泰國際行銷有限公司,96949988,劉雲芳,"7,000,000",核准設立
1000000,德晃有限公司,23580331,許溫德,"45,000,000",核准設立
1000000,宏都投資有限公司,16007346,黃梨香,"50,000,000",核准設立
1000000,齊宣實業股份有限公司,89561996,凃佩勳,"2,320,000,000",核准設立
1000000,千辰實業有限公司,97573812,陳萬恭,"51,000,000",核准設立
1000000,大容聯合建築師事務所,21432139,,,
1000000,百翔投資股份有限公司,16695511,林美蓮,"50,000,000",核准設立
1000000,名盛投資股份有限公司,16763518,鄭玉華,"50,000,000",核准設立
1000000,鼎運金屬有限公司,28928114,陳萬恭,"36,000,000",核准設立
1000000,泰豪鋼鐵股份有限公司,52484982,黃光宇,"170,720,000",核准設立
1000000,皇盈企業股份有限公司,52808011,黃信德,"138,000,000",核准設立
1000000,世全鋼鐵企業股份有限公司,83412577,洪陶美華,"303,405,580",核准設立
1000000,天玉營造股份有限公司,86092598,王孟達,"130,000,000",核准設立
1000000,計量企業有限公司,12558425,賴木生,"20,000,000",核准設立
1000000,上揚國際實業有限公司,28605254,林聰麟,"50,000,000",核准設立
1000000,南豐鋼鐵股份有限公司,24438848,陳乙臻,"35,000,000",核准設立
1000000,億記股份有限公司,75723801,鄭志隆,"22,000,000",核准設立
1000000,遠銀國際租賃股份有限公司,16740311,王健誠,"5,000,000,000",核准設立
1000000,遠紡實業股份有限公司,05082563,吳高山,"50,000,000",核准設立
1000000,黃和資產管理股份有限公司,28200789,蔡茂菁,"300,000,000",核准設立
1000000,耐斯投資開發股份有限公司,27718821,蔡慧倫,"251,000,000",核准設立
1000000,正和鋼鐵股份有限公司,11166999,陳建帆,"250,000,000",核准設立
1000000,高展投資股份有限公司,24668480,王秋惠,"7,000,000",核准設立
1000000,微風麗緻有限公司,24761893,李仲堯,"500,000",核准設立
1000000,遠鼎租賃股份有限公司,05721528,王健誠,"794,500,000",核准設立
1000000,隆豐企業股份有限公司,15370509,黃重仁,"55,000,000",核准設立
1000000,國城建設股份有限公司,85974475,蔡麗環,"600,000,000",核准設立
1000000,摩斯電訊科技有限公司,28408161,吳憲明,"58,000,000",核准設立
1000000,薇凱國際有限公司,42602145,林菊馨,"500,000",核准設立
1000000,赫希國際有限公司,52658316,黃柏崇,"1,000,000",核准設立
1000000,捷達數位系統股份有限公司,29147138,湯文洋,"25,000,000",核准設立
1000000,慶大樂企業股份有限公司,16921277,林恒茂,"110,000,000",核准設立
1000000,沛康實業有限公司,28033164,陳文傑,"35,000,000",核准設立
1000000,寶欣建設股份有限公司,28494813,洪凱悌,"20,000,000",核准設立
1000000,家登自動化股份有限公司,47086838,邱銘乾,"100,000,000",核准設立
1000000,泰西企業股份有限公司,83452628,陳世棟,"167,800,000",核准設立
1000000,劦茂金屬股份有限公司,86176787,沈泰隆,"150,000,000",核准設立
1000000,立工事業股份有限公司,54314197,陳素珍,"5,000,000",核准設立
1000000,台中市第二信用合作社,51814009,,,
950000,沅兼投資有限公司,52572802,毛玉行,"10,000,000",核准設立
950000,千如電機工業股份有限公司,45011782,徐明恩,"1,200,000,000",核准設立
900000,和大工業股份有限公司,52264848,沈國榮,"3,500,000,000",核准設立
900000,常宏興業股份有限公司,27340973,王聰明,"210,000,000",核准設立
900000,雅力企業有限公司,50811497,巫雅琪,"500,000",核准設立
900000,國興畜產股份有限公司,86660894,林桂添,"750,000,000",核准設立
900000,穩鼎石化股份有限公司,12267995,邱永堂,"100,000,000",核准設立
900000,昇貿科技股份有限公司,04789211,李三蓮,"1,500,000,000",核准設立
900000,微風廣場實業股份有限公司,89477962,黃瑞姸,"730,000,000",核准設立
900000,台灣奇士美化粧品股份有限公司,43431303,李永章,"120,000,000",核准設立
900000,隆興鋼鐵工業股份有限公司,75584836,王隆興,"29,000,000",核准設立
900000,弘祥投資股份有限公司,89399903,郭濟安,"1,000,000",核准設立
900000,德奇鋼鐵工業股份有限公司,22209974,王隆昌,"205,000,000",核准設立
900000,嘉聯實業,22567325,王榮可,"42,000,000",核准設立
900000,嘉鴻遊艇股份有限公司,22261942,鄭啟驊,"2,000,000,000",核准設立
880000,常春藤生技股份有限公司,28744158,劉玉騰,"59,000,000",核准設立
800000,文賀實業股份有限公司,79999581,李新傑,"120,000,000",核准設立
800000,隆霖多媒體科技股份有限公司,27594080,林霈芳,"1,000,000",核准設立
800000,天綫工業股份有限公司,42881815,林雨葳,"108,000,000",核准設立
800000,麒麟船務代理有限公司,12957339,劉瀚陽,"60,000,000",核准設立
800000,能邦工程股份有限公司,25067750,楊宗,"18,000,000",核准設立
800000,蘇澳港裝卸股份有限公司,41927905,陳永來,"50,000,000",核准設立
800000,長興材料工業股份有限公司,75339004,高國倫,"18,000,000,000",核准設立
800000,永勝環保企業有限公司,45127664,曾郁翔,"5,000,000",核准設立
800000,常德投資股份有限公司,96970638,李盈助,"300,000,000",核准設立
800000,福熙實業股份有限公司,86520249,張簡麗香,"200,000,000",核准設立
800000,中德建設股份有限公司,27627527,吳樹泳,"1,200,000,000",核准設立
800000,霹靂國際多媒體股份有限公司,97053241,黃文章,"800,000,000",核准設立
