money,name,id,owner,capital,status,date_of_establishment
4130000,韶光電影有限公司,53348424,陳珮玲,"2,000,000",核准設立,2011-6-14
4074031,迦勒廣告事業社,72928112,徐昇,"2,000,000",核准設立,2018-6-19
4046701,麗寶建設股份有限公司,20861420,吳寶田,"3,200,000,000",核准設立,1980-7-14
3997404,翌風創意行銷有限公司,90099931,陳思瑀,"240,000",核准設立,2022-9-22
3994500,橙禧傳播工作室,93430510,張家雯,"240,000",核准設立,2023-8-2
3976600,查查旺旺創意有限公司,83415188,陳怡臻,"1,000,000",核准設立,2020-12-22
3833100,監察院,03753307,,,,
3801000,鑫躍廣告有限公司,50978290,陳麗卿,"300,000",核准設立,2018-12-18
3786782,冠閣有限公司,16428959,蔡秋姑,"5,400,000",核准設立,1998-4-16
3725061,一陸行有限公司,22432896,陸立家,"3,000,000",核准設立,1987-4-1
3637555,煥欣廣告有限公司,82768775,鄭國偉,"1,500,000",核准設立,2018-9-27
3630258,富雷克國際有限公司,12826560,林錫焜,"6,000,000",核准設立,2001-6-22
3608500,振邦彩藝有限公司,84998112,曾財繁,"5,000,000",核准設立,1994-7-8
3531694,鴻順印刷股份有限公司,84725387,吳清溪,"60,000,000",核准設立,1994-4-1
3523594,鼎泰實業,45257032,彭睿彥,"360,000",核准設立,2006-7-13
3523415,精湛民意調查顧問股份有限公司,27999478,鄭貴月,"4,500,000",核准設立,2006-2-23
3519879,華翼國際行銷有限公司,24687418,饒芝綺,"1,000,000",核准設立,2015-4-10
3515931,蘋果娛樂有限公司,83219073,劉基安,"1,000,000",核准設立,2020-11-17
3500000,聯樂數位行銷股份有限公司,24499648,程懷昌,"10,000,000",核准設立,2010-1-27
3498948,威亞策略顧問股份有限公司,27987091,劉庸祥,"6,500,000",核准設立,2006-1-4
3473491,大朋設計事業有限公司,80003710,楊朝源,"1,000,000",核准設立,2003-3-5
3462593,威信廣告企業社,88987592,潘國美,"100,000",核准設立,2022-4-26
3391500,康可創意廣告有限公司,42878712,蔡政穎,"750,000",核准設立,2016-3-23
3386000,財團法人紙風車文教基金會,74990029,,,,
3364030,群健有線電視股份有限公司,16085969,陳振珉,"2,600,000,000",核准設立,1997-7-1
3352356,雄獅旅行社股份有限公司,04655091,王文傑,"1,000,000,000",核准設立,1977-6-9
3351695,千舜廣告社,98163196,黃瑞英,"100,000",核准設立,2002-4-24
3337983,峰達視聽工程有限公司,42591772,陳霆政,"1,000,000",核准設立,2015-8-21
3318000,猿聲串動行銷股份有限公司,24708758,劉柏園,"50,000,000",核准設立,2014-11-18
3311534,尚美好企業有限公司,84849541,劉俊宏,"8,000,000",核准設立,1994-4-28
3300000,門裡有文有限公司,90357091,詹琇閔,"100,000",核准設立,2022-6-15
3299641,目玉創意有限公司,52410096,羅麗鈴,"2,000,000",核准設立,2016-11-4
3287990,鋒彩廣告,83778575,劉鳳明,"500,000",核准設立,2020-6-30
3280907,華一廣告事業有限公司,97221177,黃晏亭,"520,000",核准設立,1996-9-19
3262580,宏揚企業社,39786393,莊聖宏,"200,000",核准設立,2013-8-5
3260000,新傳媒股份有限公司,53086603,錢亞蓀,"1,200,000",核准設立,2010-8-24
3239113,大千廣播電台股份有限公司,89543920,賴靜嫻,"100,000,000",核准設立,1995-6-7
3212506,美利達影像科技有限公司,53505084,樊富鳴,"1,000,000",核准設立,2011-8-5
3181553,飛凌公關顧問股份有限公司,80363242,鄭世熙,"2,000,000",核准設立,2003-10-17
3135275,禾豐硬體工程有限公司,45109407,蘇裕凱,"8,000,000",核准設立,2016-5-23
3089937,展榮食品行,17305863,,,,
3013772,天音廣告有限公司,25006121,黃俊哲,"500,000",核准設立,2009-8-3
3000000,宏明目鏡店,88135165,賴柏燁,"50,000",核准設立,2021-2-9
3000000,藝術聚落股份有限公司,83135840,許懷文,"100,000",核准設立,2020-10-30
3000000,禎達實業有限公司,24304658,吳國禎,"500,000",核准設立,2008-11-3
2998310,原創視覺創意社,09975538,白綉滿,"300,000",核准設立,2006-12-19
2981400,影響力數據顧問股份有限公司,53950789,黎榮章,"10,000,000",核准設立,2012-11-14
2978160,亞洲電台,96876535,郭懿堅,"50,000,000",核准設立,1996-3-5
2961673,宏仕實業有限公司,86032889,林冠宏,"5,000,000",核准設立,1991-4-25
2942626,興固興業有限公司,01990254,黃泰山,"11,000,000",核准設立,1985-12-30
2926250,裡外生活股份有限公司,94004155,高立杰,"200,000",核准設立,2023-7-19
2923753,萬寶華企業管理顧問股份有限公司,16087755,"徐玉珊 (Chui Yuk Shan, Lancy)","10,000,000",核准設立,1997-7-23
2850750,國幸廣告有限公司,12699656,呂金雄,"5,000,000",核准設立,2001-4-2
2843280,珍昌服裝實業有限公司,16972629,鄭信億,"5,000,000",核准設立,1999-8-2
2826675,樺暘文具印刷有限公司,22845539,黃麗樺,"20,000,000",核准設立,1988-12-30
2825458,彬立廣告企業社,45437513,蔡明劭   ,"100,000",核准設立,2013-7-9
2823571,心雅服裝行,15995103,黃禎成,"200,000",核准設立,1985-4-3
2814000,群羿堂策略整合行銷有限公司,24959240,朱柳哲,"1,000,000",核准設立,2015-4-23
2793761,大眾上校派報形象社,15536950,邱素芳,"3,000",核准設立,2003-4-11
2765000,双秝廣告有限公司,54298160,葉香君,"1,000,000",核准設立,2013-9-18
2762406,泓景廣告工程有限公司,16855880,曾秀蘭,"1,000,000",核准設立,1999-2-6
2741375,錢進科技有限公司,28850072,趙維君,"20,500,000",核准設立,2008-3-7
2733596,天王節目製作工作室,18073222,吳警智,"200,000",核准設立,2000-6-27
2714217,大廣企業社,17095780,蔡惠君,"10,000",核准設立,1999-6-3
2706425,泉湧美術印刷企業有限公司,28577855,王仁威,"1,000,000",核准設立,2007-2-8
2669301,灣興實業有限公司,24510073,劉崇淦,"5,000,000",核准設立,2010-3-24
2661029,長運國際有限公司,80243227,劉志勝,"5,000,000",核准設立,2002-8-30
2654115,勝美金食品股份有限公司,83075553,吳玉菁,"25,000,000",核准設立,2020-9-2
2650170,泰和廣告有限公司,65188301,黃啟東,"1,000,000",核准設立,2016-8-22
2648980,道格廣告企業社,99246738,劉正雄,"9,000",核准設立,2003-12-11
2625000,出南方劇團,91538732,,,,
2610470,億華企業社,45590874,張美華,"200,000",核准設立,2008-1-10
2604000,蘋果市集藝文整合行銷有限公司,80498522,方國光,"5,000,000",核准設立,2003-7-18
2592183,牧之影像,89103887,張昊元,"500,000",核准設立,2022-12-29
2578850,陽光文創有限公司,61034707,陳俊銘,"1,000,000",核准設立,2017-4-13
2561000,實現會社股份有限公司,91031220,王俊凱,"20,000,000",核准設立,2021-7-20
2553881,松東廣告企業社,37677406,楊淑芬,"200,000",核准設立,2013-11-20
2547310,權曜企業社,81931953,黃柏翔,"60,000",核准設立,2019-10-25
2539872,文青愛整合行銷有限公司,83065160,張蒙智,"50,000",核准設立,2020-8-6
2537400,安心開發企業有限公司,25016401,蔡啓芳,"2,000,000",核准設立,2009-8-19
2534694,明昶國際有限公司,53726220,魏滏伯,"500,000",核准設立,2012-8-28
2528130,當代整合行銷股份有限公司,80311527,林俊杰,"3,000,000",核准設立,2003-4-15
2521487,喬木實業有限公司,16218617,王土獅,"10,000,000",核准設立,1997-9-11
2520000,九天藝術文化股份有限公司,53800754,許振榮,"10,000,000",核准設立,2012-2-14
2496142,衛生福利部中央健康保險署,08628407,,,,
2493964,台灣欣融生技有限公司,90141207,許嘉芬,"100,000",核准設立,2022-4-19
2486320,潮網科技股份有限公司,25128095,徐挺耀,"50,000,000",核准設立,2010-5-11
2452865,上永旅行社有限公司,90294694,張巧瑩,"1,200,000",核准設立,2022-8-26
2444116,藝星廣告工程行,33703895,洪文章,"30,000",核准設立,1986-2-18
2435000,凱旋紙品有限公司,86403100,黃添福,"5,000,000",核准設立,1991-11-21
2432260,好玩的劇團,50507518,,,,
2424743,鑫隆商行,80886451,謝振亞,"100,000",核准設立,2003-11-27
2400000,文本映像有限公司,42969240,張瓊文,"200,000",核准設立,2018-6-22
2400000,新北派報社,91899931,歐陽瑞麟,"10,000",核准設立,2022-12-28
2399046,東宜和有限公司,16935553,紀淑怡,"6,000,000",核准設立,1999-6-7
2392765,神錸企業社,91294216,賴隆祐,"249,000",核准設立,2021-10-4
2390000,安倩影視有限公司,82835090,龔美慈,"500,000",核准設立,2019-4-16
2383800,佳晨弘企業有限公司,82978408,黃宇晨,"500,000",核准設立,2023-2-17
2380865,打打廣告設計有限公司,16985342,施淦賢,"1,000,000",核准設立,1999-8-18
2372224,健豪印刷事業股份有限公司,57936795,,,,
2369776,須盡歡整合行銷有限公司,94177199,蔡智能,"200,000",核准設立,2023-9-11
2357723,泰可聯合國際事業有限公司,23607253,曾芝穎,"1,000,000",核准設立,1989-12-29
2347000,神遊有限公司,53916853,伍博暘,"1,000,000",核准設立,2012-7-24
2316000,迪麥股份有限公司,85013575,林家安,"615,000",核准設立,2019-8-23
2310000,特思策略顧問有限公司,42717202,李素鑾,"500,000",核准設立,2016-3-22
2300000,吉祥影像股份有限公司,42622769,洪竹彥,"1,200,000",核准設立,2015-7-21
2297633,巨達印刷事業股份有限公司,23356657,宋艷慈,"12,000,000",核准設立,1990-3-15
2290830,香美快餐,14792355,,,,
2237668,數創公關顧問股份有限公司,83005494,吳全居,"6,000,000",,2023-3-16
2227216,大地通開發廣告行銷有限公司,24428026,陳倉耀,"500,000",核准設立,2009-6-22
2205870,億律企業行,41302768,鄭慶童,"200,000",核准設立,2015-2-12
2205792,米堤商廣社,29330466,王玉芳,"1,000,000",核准設立,2004-12-29
2196000,三川娛樂有限公司,53946370,黃浩倫,"600,000",核准設立,2012-10-29
2190024,大方廣告,05988912,,,,
2181200,聯合報股份有限公司,03799802,王文杉,"3,090,000,000",核准設立,1973-12-29
2180170,野果創意有限公司,97473102,童智偉,"2,000,000",核准設立,1997-6-23
2175741,橙澄有限公司,83177165,李宏儒,"1,000,000",核准設立,2020-7-29
2169300,恆春交通企業有限公司,83393488,韓王麗枝,"28,000,000",核准設立,1974-6-21
2161239,京泓國際事業有限公司,80380782,林曉妍,"1,000,000",核准設立,2004-4-21
2142000,本執設計有限公司,82855285,林義閎,"500,000",核准設立,2019-4-18
2141604,浩威廣告設計,85552432,陳威宇,"700,000",核准設立,2019-11-13
2141160,衡翊國際有限公司,47092607,彭文貞,"300,000",核准設立,2016-7-22
2130000,心創數位永續有限公司,90073735,陶靚儀,"1,000,000",,2022-9-13
2120450,宏達多媒體,10475568,,,,
2116473,六金廣告有限公司,54319101,方耀賢,"3,000,000",核准設立,2013-12-27
2105656,豪記音響有限公司,28164405,孟新益,"4,000,000",核准設立,2006-5-2
2105000,牧人股份有限公司,83246487,陳淑瑩,"1,000,000",核准設立,2021-1-19
2100000,添柴股份有限公司,90491908,朱凱翔,"2,000,000",核准設立,2021-8-20
2100000,光品廣告社,25251088,林慶峯,"230,000",核准設立,2010-4-23
2087000,聯利媒體股份有限公司,84305300,張孝威,"1,500,000,000",核准設立,1993-8-6
2077810,丰心文創事業,81191280,洪宗緯,"50,000",核准設立,2018-9-28
2075075,高鼎遊覽車客運股份有限公司,16079972,陳榮權,"50,000,000",核准設立,1997-7-29
2062291,三通網資訊股份有限公司,70561948,沈任遠,"50,000,000",核准設立,2000-5-19
2058690,宏城燈光音響企業社,99684390,陳玉珠,"10,000",核准設立,2004-7-5
2050570,奇泓企業社,72604330,林育證,"200,000",核准設立,2019-4-9
2050000,提姆沃克影像工作室,10999262,林芬禎,"200,000",核准設立,2012-3-7
2035600,千祥廣告企業社,09186533,曹祥錦,"300,000",核准設立,2005-10-4
2019134,巨匠光能科技有限公司,80069199,邱渼鈞,"10,001,000",核准設立,2002-10-29
2015500,九天民俗技藝工作室,45627056,許振榮,"5,000,000",核准設立,2014-5-12
2012850,安廷數位科技有限公司,27642766,邸聖德,"8,000,000",核准設立,2005-3-18
2009035,好事文創行銷有限公司,52347643,劉典倡,"300,000",核准設立,2016-10-12
2000135,新吉股份有限公司,54018787,彭國忠,"3,000,000",核准設立,2012-10-30
2000000,博術數位股份有限公司,94254625,林湯以白,"500,000",核准設立,2023-8-28
2000000,特毅克設計有限公司,52860199,吳映璠,"1,000,000",核准設立,2017-7-19
1982573,萊禮生醫科技股份有限公司,36272188,王綉子,"100,000,000",核准設立,1983-4-26
1974030,金楓製帽有限公司,80131010,林金炅,"2,000,000",核准設立,2003-1-29
1964680,大山禮品商行,85376082,張安瑋,"200,000",核准設立,2020-3-26
1963250,水之家食品飲料行,34770436,魏啓雄,"10,000",核准設立,2010-8-3
1953489,加吉利實業股份有限公司,28557886,許凱慧,"3,000,000",核准設立,2007-1-10
1937250,京錡貿易有限公司,83201377,何岳霖,"100,000",核准設立,2020-12-25
1921500,艾普羅行銷市場研究股份有限公司,28829374,李玉生,"5,000,000",核准設立,2007-12-3
1920719,肯尼士國際有限公司,53848602,李耿誠,"5,000,000",核准設立,2012-5-15
1917608,龍豪美術事業有限公司,80119043,蔡敏莉,"1,000,000",核准設立,2003-1-13
1915628,旗美廣告企業有限公司,84230667,陳淑敏,"5,000,000",核准設立,1993-4-8
1885606,台灣英達旅行社有限公司,28223636,牛愛達,"6,000,000",,2006-9-26
1879595,百淯國際貿易有限公司,93760835,黃致豪,"200,000",核准設立,2023-6-26
1876960,傳澄廣告行銷企業社,41018525,陳耀文,"99,000",核准設立,2014-6-4
1875000,無限映像製作有限公司,12661954,林炳煌,"25,200,000",核准設立,2000-11-6
1850000,財團法人世新大學,03807612,,,,
1841870,龍泉國際有限公司,70517839,林敬智,"1,000,000",核准設立,2000-5-29
1816456,優是數位文創有限公司,54712884,蔡曜隆,"8,800,000",核准設立,2014-4-16
1814558,龍聲音響社,17694390,劉淑琪,"80,000",核准設立,2000-5-24
1800000,十大特殊印刷有限公司,84407566,夏中偉,"1,000,000",核准設立,1993-6-21
1794000,三角湧麵線企業社,37912042,廖振富,"30,000",核准設立,2013-9-23
1792708,國榮廣告材料行,06145290,李昆璟,"50,000",核准設立,1997-7-11
1765496,明鑫廣告工程有限公司,16228468,方樹慰,"1,000,000",核准設立,1997-9-26
1753539,成豪有限公司,27417368,莊瀛宗,"1,000,000",核准設立,2004-8-6
1750950,奇亦印刷企業社,45398363,蔡文萱,"200,000",核准設立,2007-1-31
1749000,威宇泰舞台燈光音響有限公司,28874953,陳榮賀,"5,000,000",核准設立,2007-11-8
1748448,中華郵政股份有限公司,03741302,吳宏謀,"100,000,000,000",核准設立,2003-1-1
1730030,視紀電子有限公司,90669545,吳承展,"500,000",核准設立,2022-2-17
1726725,三加二室內裝修有限公司,24343815,林佳嫺,"1,000,000",核准設立,2009-5-4
1725000,印通彩色印刷股份有限公司,86758854,劉庸祥,"5,000,000",核准設立,1992-6-17
1720118,吸引力廣告設計社,13440620,劉芊華,"3,000,000",核准設立,2001-3-21
1714286,阿物科技股份有限公司,43401309,林思吾,"100,000,000",核准設立,2016-3-31
1700000,海綿樹網路社群媒體股份有限公司,42615752,都業仁,"10,245,000",核准設立,2015-7-1
1699181,大乘數位行銷有限公司,53816361,阮大銘,"1,000,000",核准設立,2012-3-16
1687225,台一商行(中國時報王國棟),47595143,易秀霞,"50,000",核准設立,2016-11-4
1684906,人加企業有限公司,90290389,洪艾伶,"1,000,000",核准設立,2022-7-1
1681474,動力育樂有限公司,53365561,闕宏安,"1,000,000",核准設立,2011-3-10
1676500,安秀文具印刷品行,01135596,游宗庭,"200,000",核准設立,1991-12-23
1669106,倍適特科技有限公司,53232633,吳苗慧,"1,000,000",核准設立,2011-1-14
1666184,風神整合行銷有限公司,83388751,許敏茹,"2,000,000",核准設立,2023-2-7
1660480,高聯企業社,99403700,許慧芬,"150,000",核准設立,2004-3-15
1655095,卡登實業股份有限公司,81152744,張瑞泰,"76,000,000",核准設立,1979-5-26
1655000,綠色和平廣播股份有限公司,89339531,陳雨鑫,"50,000,000",核准設立,1995-2-28
1645575,精鏡傳媒股份有限公司,42868209,裴偉,"1,600,000,000",核准設立,2016-8-3
1616528,銘君國際有限公司,90145816,彭晏葇,"250,000",核准設立,2022-3-16
1615625,鍵聲廣告企業社,31430407,曾國樂,"200,000",核准設立,2006-12-27
1610069,快樂工坊有限公司,54358862,張春英,"5,000,000",核准設立,2013-9-11
1601045,速廣科技股份有限公司,93793189,蘇秀麒,"5,000,000",核准設立,2023-6-6
1600000,我在品牌設計有限公司,23642300,林國慶,"1,000,000",核准設立,1990-3-23
1600000,臺北市選舉委員會,04138077,,,,
1596770,鼓林音樂音響工作室,09342443,林易毅,"200,000",核准設立,2006-4-20
1596600,高珍企業股份有限公司,84599277,林高麗娟,"31,000,000",核准設立,1993-11-2
1596213,炬眾廣告工程有限公司,54762223,蔡濬宇,"5,000,000",核准設立,2014-4-19
1592496,潮港城事業股份有限公司,53301080,彭國洲,"300,000,000",核准設立,2011-1-31
1592250,牛棚創意整合行銷股份有限公司,90616490,柯昱安,"1,000,000",核准設立,2022-3-8
1585000,詮躍整合行銷有限公司,42627764,馮彥詮,"5,000,000",核准設立,2015-8-4
1575000,台灣指標調查研究股份有限公司,53752227,張果軍,"20,000,000",核准設立,2012-4-3
1575000,易數整合行銷有限公司,83001645,林怡辰,"1,000,000",核准設立,2023-3-6
1574612,新弘光國際傳播股份有限公司,13074882,陳科亦,"5,000,000",核准設立,2002-4-23
1570000,全國公信力民意調查股份有限公司,12719668,張宇丞,"5,900,000",核准設立,2000-12-13
1560265,卡多利服裝行,36740394,許世儒,"36,000",核准設立,2012-2-8
1560194,大維工作室,81675258,胥大維,"30,000",核准設立,1996-4-30
1539706,中華電信股份有限公司台北營運處,81691784,,,,
1538295,和雲行動服務股份有限公司,50885758,田天明,"2,000,000,000",核准設立,2018-10-24
1525797,五餅數位有限公司,83710415,傅沛旭,"500,000",核准設立,2020-7-15
1525000,順易利實業有限公司,16734752,王薇琦,"4,500,000",核准設立,1999-1-21
1525000,恆創顧問企業社,41125052,林智偉,"200,000",核准設立,2020-11-3
1524122,榮華帽服有限公司,28082354,吳建樺,"3,000,000",核准設立,2006-1-20
1506465,台灣優紙企業有限公司,80077677,許嘉芬,"20,000,000",核准設立,2002-11-11
1504230,展望會場布置社,26044735,林明賜,"200,000",核准設立,2013-4-10
1500000,碧歐司文化創意顧問股份有限公司,53096335,白尊宇,"4,379,340",核准設立,2010-9-29
1500000,創力美股份有限公司,83268502,尤泓文,"12,000,000",核准設立,2021-1-8
1495355,慶明廣告企業社,72502657,蔡慶明,"200,000",核准設立,2018-6-15
1495342,仲成企業社,45856629,彭詳量,"200,000",核准設立,2010-5-12
1491929,映格有限公司,80059782,吳素娥,"1,000,000",核准設立,2002-10-16
1482180,映鈞彩色印刷有限公司,70615389,廖楊美姬,"1,000,000",核准設立,2000-8-4
1479975,明堂設計有限公司,27573613,李逸明,"2,000,000",核准設立,2005-3-24
1475000,王道旺台媒體股份有限公司,54345608,李玉生,"390,000,000",核准設立,2013-7-29
1474602,毓秀興業有限公司,90528784,黃俞瑋,"1,000,000",核准設立,2021-9-13
1470000,好品文創顧問股份有限公司,83252163,江曉琪,"1,000,000",核准設立,2021-2-3
1468937,東明廣告有限公司,28721401,李金馨,"1,000,000",核准設立,2007-5-23
1466300,順益租賃股份有限公司,27771178,林純姬,"160,000,000",核准設立,2005-9-20
1453866,藍新科技股份有限公司,70565326,王俊博,"1,400,000,000",核准設立,2000-5-26
1448375,藍格印刷國際企業有限公司,22076600,林伯勇,"26,000,000",核准設立,1986-3-4
