money,name,id,owner,capital,status,date_of_establishment
1500000,碧歐司文化創意顧問股份有限公司,53096335,白尊宇,4379340,核准設立,2010-9-29
1500000,傳澄廣告行銷企業社,41018525,陳耀文,99000,核准設立,2014-6-4
1383985,明美室內裝修設計有限公司,86208654,張權忠,10000000,核准設立,1991-6-7
1360000,山水民意研究股份有限公司,16135975,盧苔華,5000000,核准設立,1997-7-21
1359750,台灣大車隊股份有限公司,27767961,林村田,600000000,核准設立,2005-9-9
1330000,上好生醫科技股份有限公司,83691183,楊勝得,130000000,核准設立,2020-4-1
1307052,勞動部勞工保險局,3769808,,,,
1296058,捷盛印務有限公司,27828931,林顏裕,1000000,核准設立,2005-6-28
1269500,精湛民意調查顧問股份有限公司,27999478,鄭貴月,4500000,核准設立,2006-2-23
1250000,一分耕電影製作有限公司,53127463,陳冠穎,2000000,核准設立,2011-1-20
1200000,傲天數位行銷有限公司,90009811,李世民,1000000,核准設立,2023-1-31
1200000,域動行銷股份有限公司,24450379,張世忠,22000000,核准設立,2009-7-27
1180865,打打廣告設計有限公司,16985342,施淦賢,1000000,核准設立,1999-8-18
1142610,山鶯電器有限公司,84695314,林婉蓁,1000000,核准設立,1994-2-24
1079275,禾豐硬體工程有限公司,45109407,蘇裕凱,8000000,核准設立,2016-5-23
1056525,精鏡傳媒股份有限公司,42868209,裴偉,1600000000,核准設立,2016-8-3
1051005,橘創整合行銷有限公司,29049832,郭文楷,3500000,核准設立,2008-8-4
1050000,聯合報股份有限公司,3799802,王文杉,3090000000,核准設立,1973-12-29
1050000,統虹服裝有限公司,16978932,黃崇銘,5000000,核准設立,1999-8-9
1050000,韓友麗整合行銷工作室,72537234,謝仁安,240000,核准設立,2018-6-7
1039095,威信廣告企業社,88987592,潘國美,100000,核准設立,2022-4-26
1037204,長運國際有限公司,80243227,劉志勝,5000000,核准設立,2002-8-30
1031205,輝麟科技有限公司,25015326,花妤臻,2000000,核准設立,2009-8-18
1025850,拾荒文化影像有限公司,43751614,邱煥升,1000000,核准設立,2016-4-25
1020000,韶光電影有限公司,53348424,陳珮玲,2000000,核准設立,2011-6-14
1000000,當若科技藝術股份有限公司,53932755,王伯宇,6000000,核准設立,2012-9-18
1000000,日動藝術印刷有限公司,96852301,李文旺,6000000,核准設立,1996-1-16
1000000,小樽日本料理股份有限公司,54822968,林坤山,10000000,核准設立,2015-9-25
1000000,傑作文化事業有限公司,13016080,林傑煥,1200000,核准設立,2002-1-24
1000000,遠隆開發股份有限公司,23417710,陳玉梅,5000000000,核准設立,1989-7-15
1000000,東源營造工程股份有限公司,5159231,陳玉梅,1000000000,核准設立,1981-12-11
1000000,震南鐵線股份有限公司,86540792,黃錦榮,600000000,核准設立,1992-1-20
1000000,麟數據科技股份有限公司,42840667,鄭名傑,60000000,核准設立,2016-1-11
975000,人人有功練音樂工作室,26431905,曾冠榕,100000,核准設立,2011-3-23
967500,億律企業行,41302768,鄭慶童,200000,核准設立,2015-2-12
935891,外貿協會台北南港展覽館2館,42553714,,,,
917000,創銘實業股份有限公司,27745741,柯智豪,5000000,核准設立,2005-7-6
904466,鑫宥企業有限公司,85011154,蔡依蓁,1000000,核准設立,2019-8-22
892500,平凡之果電影工作室,91181825,劉先琪,240000,核准設立,2021-4-20
873770,吉昇百貨行,25401354,,,,
843570,欣傑舞台佈景工程有限公司,24274970,邵志傑,2000000,核准設立,2008-12-4
840000,梅藤股份有限公司,53498507,巫凱婷,11000000,核准設立,2011-7-25
721789,強打國際事業有限公司,28299874,陳凡雯,5000000,核准設立,2007-1-2
700000,克里斯與藍尼製作工作室,10372697,賴映伃,200000,核准設立,2008-10-27
664120,凱旋文化事業有限公司,13197414,戴菲枝,1000000,核准設立,2003-2-7
662550,速可達通運有限公司,12801907,潘士宏,50000000,核准設立,2001-5-11
660684,新光產物保險股份有限公司,3458403,吳昕紘,3500000000,核准設立,1963-4-26
660000,有嘉實業股份有限公司,90562924,黃盛鴻,30000000,核准設立,2022-1-22
658800,塞席爾商築積有限公司,24789702,,,核准認許,
648065,嘉展室內裝修工程行,95958474,曾睿筆,500000,核准設立,1995-10-21
646504,麥仕佳食品股份有限公司,89999619,陳志池,29550000,核准設立,1994-12-24
642000,龍泰影像企業社,82752231,簡文展,200000,核准設立,2019-9-18
635607,中華郵政股份有限公司台南東寧路郵局,69699522,,,,
632500,宇寰企業有限公司,84936926,蘇金蘭,2000000,核准設立,1994-8-29
630000,耕圃企業有限公司,84090103,林樹洲,5000000,核准設立,1992-12-17
623742,衛生福利部中央健康保險署臺北業務組,8628407,,,,
614199,富山餐廳股份有限公司,23088273,黃正明,20000000,核准設立,1988-11-3
600000,創攝影像製作有限公司,55136810,田孝文,1800000,核准設立,2017-9-15
600000,萬機鋼鉄工業股份有限公司,88318994,白智龍,510000000,核准設立,1972-6-5
600000,天王節目製作工作室,18073222,吳警智,200000,核准設立,2000-6-27
600000,翻轉影像製作有限公司,94270934,蕭秉亞,1000000,核准設立,2023-9-18
581850,緻圓股份有限公司,80660475,陳興,60000000,核准設立,2004-1-2
573530,小雨企劃顧問有限公司,80748916,蔡溫哲,2000000,核准設立,2004-4-7
564900,華楠實業有限公司,27976496,周賢彥,500000,核准設立,2005-12-1
559650,潤眾廣告企業社,9313691,蔡濬宇,50000,核准設立,2006-3-10
550000,仲成企業社,45856629,彭詳量,200000,核准設立,2010-5-12
546000,佳侑製衣有限公司,16106079,謝奇享,10000000,核准設立,1997-7-11
541709,名偉廣告有限公司,28353503,林麗娟,1000000,核准設立,2006-7-6
530000,互動資通股份有限公司,28020674,郭承翔,300000000,核准設立,2005-11-1
525000,一件設計有限公司,42932791,曾國展,100000,核准設立,2019-3-4
517250,水長東影像股份有限公司,82814530,官彤彥,,核准設立,2019-3-21
500000,天麗旗幟有限公司,16531644,李長領,5000000,核准設立,1998-6-22
500000,高雄市台日友好交流協會,高市社人團字第10838090000號,林李明,5000,歇業／撤銷,
500000,邑橙室內裝修工程行,85213497,林培弘,240000,核准設立,2019-10-7
500000,迪納多國際行銷企業社,87415174,陳元凱,200000,核准設立,2020-12-23
500000,惠德勝醫藥生技股份有限公司,23840300,陳淑芬,8000000,核准設立,1990-8-24
500000,綠岩能源股份有限公司,85097878,葉孟恒,300000000,核准設立,2019-9-17
498600,強葳國際有限公司,27954964,林澄姿,2000000,核准設立,2005-9-30
496922,華一廣告事業有限公司,97221177,黃晏亭,520000,核准設立,1996-9-19
486320,錦聯實業社,98075829,張景盈,120000,核准設立,1994-6-10
483000,振邦彩藝有限公司,84998112,曾財繁,5000000,核准設立,1994-7-8
479221,泰和廣告有限公司,65188301,黃啟東,1000000,核准設立,2016-8-22
475150,美多軒實業社,8428885,黃貴珍,10000,核准設立,1991-7-8
474684,寶麗金休閒事業股份有限公司,80432374,曾家賢,120000000,核准設立,2003-7-3
473760,加吉利實業股份有限公司,28557886,許凱慧,3000000,核准設立,2007-1-10
470000,全球之聲廣播股份有限公司,12813185,陳柏菁,15000000,核准設立,2001-5-31
460614,凱捷廣告有限公司,28953014,張君年,1000000,核准設立,2008-3-28
458045,新北市政府體育處,17129579,,,,
450000,照晹企業社,87345213,林采頻,200000,核准設立,2020-7-16
450000,光巨企業有限公司,90630845,陽佳恩,200000,核准設立,2021-11-23
444466,飛躍國際傳播有限公司,70601694,黃俊傑,2000000,核准設立,2000-7-15
443700,典華婚訂資源整合股份有限公司,27530072,葉秀琴,680000000,核准設立,2004-11-5
430825,典華幸福資源整合股份有限公司,53524006,林齊國,300000000,核准設立,2011-8-3
426688,京齊創意行銷有限公司,90419435,楊子松,1000000,核准設立,2021-9-28
420420,華泰活動工程有限公司,28163905,謝坤達,6000000,核准設立,2006-5-2
407925,吉誠企業社,88774063,李宗璟,3000,核准設立,2021-9-15
400000,波乘有限公司,85025143,黃健哲,2100000,核准設立,2019-9-25
400000,有為映畫有限公司,42703018,蔡有為,1000000,核准設立,2016-1-11
392675,洋美環境維護股份有限公司,12895192,潘豪昌,5000000,核准設立,2001-9-5
373110,炬眾廣告工程有限公司,54762223,蔡濬宇,5000000,核准設立,2014-4-19
365950,吉祥商行,29418413,,,,
361200,沙鹿冷氣有限公司,16384143,李瑞昌,5000000,核准設立,1998-2-16
360000,現場再設計股份有限公司,90875101,翁群翔,,核准設立,2021-4-12
359250,喬群遊覽車客運有限公司,16252190,張秀蓉,30000000,核准設立,1997-10-24
336716,士達實業有限公司,54626277,石仲煦,2000000,核准設立,2014-4-16
334098,野果創意有限公司,97473102,童智偉,2000000,核准設立,1997-6-23
323500,屏東汽車客運股份有限公司,90724553,郭子義,124800000,核准設立,1950-2-8
318946,僑巨資訊企業股份有限公司,12217932,葉惠敏,10000000,核准設立,1978-8-16
308175,梁鳴工業有限公司,80631351,張坤輝,2000000,核准設立,2004-1-8
303870,豐島國際有限公司,53071257,許龍增,1000000,核准設立,2010-7-12
300000,力菱能源科技股份有限公司,82923684,江節如,28000000,核准設立,2019-7-15
300000,世行鋼構有限公司,28039499,吳建富,60000000,核准設立,2005-11-24
300000,程龍營造工程有限公司,80135775,侯朝龍,28000000,核准設立,2003-2-11
300000,宏昇視聽工程有限公司,53291180,張碕榮,2000000,核准設立,2011-1-11
294200,美都廣告工程有限公司,699625,黃天生,1000000,核准設立,1978-6-13
290000,皮可斯服飾店,81393883,梁庭榮,200000,核准設立,2019-7-19
287793,米立信整合行銷工作室,87343904,馮佩婷,200000,核准設立,2020-6-8
275335,中華郵政股份有限公司台北郵局,4137838,,,,
273634,圓山大飯店,11731806,,,,
270000,三竹資訊股份有限公司,86136982,邱宏哲,600000000,核准設立,1991-5-30
262500,靓點股份有限公司,42631985,劉淑惠,275000000,核准設立,2015-8-14
258884,瑋勝通運股份有限公司,69031669,李千尋,15000000,核准設立,1962-11-1
258143,佳一空間制作有限公司,50850462,賴慕哲,100000,核准設立,2018-9-13
256800,台灣穿起來工作室,88216928,潘厚勳,200000,核准設立,2022-1-10
255954,健豪印刷事業股份有限公司,16332027,葉翠蘭,601711000,核准設立,1997-12-1
255000,思味行銷有限公司,83240218,陳馨遠,200000,核准設立,2021-1-8
254814,天辰電器有限公司,84824318,陳小玲,8000000,核准設立,1994-4-9
254102,金瑞德國際股份有限公司,45101670,游雅晴,3000000,核准設立,2016-4-29
253920,厚丞企業社,25348083,,,,
251200,東穎通運有限公司,16800041,謝東穎,30000000,核准設立,1999-4-6
250000,禾合行銷有限公司,83536417,吳輝華,10000000,核准設立,2020-1-20
250000,左右工程行,91160933,李雅芳,240000,歇業,2021-9-11
250000,星球科技有限公司,50772656,鄭亦翔,1000000,核准設立,2018-5-18
249500,樺暘文具印刷有限公司,22845539,黃麗樺,20000000,核准設立,1988-12-30
248739,堪農事務機器股份有限公司,22026617,羅貴波,5000000,核准設立,1986-3-17
246011,長城打字行,92839980,蘇慧珍,30000,核准設立,1995-8-12
233651,立榮航空股份有限公司,22958771,林志忠,5500000000,核准設立,1988-8-6
233495,富灥通運有限公司,13136114,楊勇雄,50000000,核准設立,1994-6-1
232800,國藝企業社,9015010,林進傳,100000,核准設立,2005-10-4
230000,雲品國際酒店股份有限公司新莊分公司,24788605,,,,2015-4-7
226065,萊肯國際活動有限公司,90873265,吳國治,1000000,核准設立,2021-3-22
222600,高聯企業社,99403700,許慧芬,150000,核准設立,2004-3-15
221000,揪肆愛玩活動企劃工作室,89103161,邱柏翰,1200000,,2022-12-23
218000,鑫躍廣告有限公司,50978290,陳麗卿,300000,核准設立,2018-12-18
217350,聲聲入耳股份有限公司,90509864,陳柏屼,1000000,核准設立,2021-11-8
217140,奕助有限公司,52906553,陳冠豪,5000000,核准設立,2017-8-16
217000,享溫馨企業股份有限公司岡山囍宴分公司,83067287,,,,
213780,力大通訊企業社,78385255,賴厚生,1030000,核准設立,1992-7-6
206955,李明遂工作室,26428417,李明遂,200000,核准設立,2011-2-21
203700,奇亦印刷企業社,45398363,蔡文萱,200000,核准設立,2007-1-31
203695,中華郵政股份有限公司台北龍江路郵局,76907095,,,,
200000,南天有線電視股份有限公司,89407740,王鴻紳,1000000000,核准設立,1995-12-18
200000,放言科技傳媒股份有限公司,42994655,周玉蔻,12000000,,2018-3-6
200000,大漢整合行銷股份有限公司,24329525,秦熙嶽,30000000,核准設立,2009-3-9
200000,國風傳媒有限公司,54340511,張果軍,346467225,核准設立,2013-7-17
200000,數位廣告事業有限公司,80635103,張炳榮,1000000,核准設立,2004-1-14
200000,雙子星有線電視股份有限公司,97160397,揭朝華,498585000,核准設立,1996-6-24
200000,泰可聯合國際事業有限公司,23607253,曾芝穎,1000000,核准設立,1989-12-29
200000,鑫傳國際多媒體科技股份有限公司,16089901,廖紫岑,240000000,核准設立,1997-8-20
200000,神錸企業社,91294216,賴隆祐,249000,核准設立,2021-10-4
200000,鑫大聯網有限公司,28465818,盧建宏,5000000,核准設立,2007-1-18
196294,鴻順印刷股份有限公司,84725387,吳清溪,60000000,核准設立,1994-4-1
192359,上好印刷股份有限公司,16722587,楊勝得,150150000,核准設立,1998-12-29
191900,貫霖通運有限公司,16818252,洪明輝,50000000,核准設立,2002-3-14
189134,遠東百貨股份有限公司板橋新站分公司,53014088,,,,2011-7-8
189000,滿滿廣告社,99281164,吳宗道,3000,核准設立,2004-1-7
187500,佑晟通運有限公司,16693611,陳翠蘭,30000000,核准設立,1998-11-10
185000,立陽成有限公司,96989643,胡文華,5000000,核准設立,1996-4-29
184700,陽明通運有限公司,89531207,陳秋君,30000000,核准設立,1995-5-26
182385,飛訊影音企業,91143554,張聖謙,1440000,核准設立,2021-7-5
180860,統一速達股份有限公司中正營業區,99640458,,,,
180000,水多多商行,40701345,朱志豐,2100000,核准設立,2015-11-24
180000,桃園汽車客運股份有限公司,43266009,黃伯弘,977138520,核准設立,1950-1-7
179850,火炎山通運股份有限公司,3098800,李元俊,24500000,核准設立,1967-12-28
179720,瑞翌科技企業社,47402552,張家豪,240000,核准設立,2016-10-7
177300,昌利工程行,40796932,周振昌,30000,核准設立,2015-5-20
177042,中華電信股份有限公司台北營運處,81691784,,,,
174200,東記快餐,90940715,,,,
174000,豐逸國際有限公司,16509565,黃正強,5000000,核准設立,1998-5-25
170850,唯仁小吃部,19246784,蕭瑩鋒,30000,核准設立,2000-4-11
170000,七里香自助餐,88402248,蔡佳芬,50000,核准設立,2021-6-4
169785,吉隆有線電視股份有限公司,97162515,揭朝華,800000000,核准設立,1996-8-2
169355,享溫馨企業股份有限公司台東囍宴分公司,24672604,,,,2014-12-9
169200,玖號印象工作室,42248243,吳家賜,240000,核准設立,2016-5-16
168700,春風燈光音響工作室,25492690,蔡春生,100000,核准設立,2011-10-5
168000,九天民俗技藝工作室,45627056,許振榮,5000000,核准設立,2014-5-12
167550,行動通信企業社,14857645,張啟修,200000,核准設立,2002-9-25
167500,林口瑞意廣告工作室,29330846,陳秉文,100000,核准設立,2005-1-12
167350,泰安產物保險股份有限公司,3336704,李松季,2974118920,核准設立,1961-4-26
165648,燦坤生醫有限公司,94177178,許有坤,100000,核准設立,2023-9-11
164000,全益交通有限公司,20760020,陳建宏,50000000,核准設立,1976-7-30
162225,中國時報台中市分社,3798509,王丰,5480000000,核准設立,1958-12-29
161700,翔韻文化事業有限公司,53733307,陳力,6000000,核准設立,2012-1-20
160650,說故事影像工作室,85333789,林政億,200000,核准設立,2020-1-2
160000,綵豐團體服裝行,41367240,劉韋霆,1000000,核准設立,2015-3-18
158400,宥香快餐店,10949051,蔡美智,5000,核准設立,2011-4-7
158393,駿達彩色沖印有限公司,16116371,洪秀花,5000000,核准設立,1997-10-16
157500,逼萬影像製作工作室,88376608,賴志偉,200000,核准設立,2023-7-20
157000,苗栗汽車客運股份有限公司,50143806,黃雲熙,27809000,核准設立,1961-11-25
154465,奇謹企業社,80970984,陳徐蘭英,10000,核准設立,2015-9-11
154240,臻愛企業有限公司,54240294,鄧淑華,10000000,核准設立,2013-4-29
153860,君庭餐飲有限公司,53473436,陳素梅,500000,核准設立,2011-6-8
153298,中華郵政股份有限公司新化郵局,73503704,,,,
152432,巧展實業股份有限公司,22291191,李賢清,70000000,核准設立,1985-5-27
152000,總錸廣告工程企業社,91294481,溫婉露,248000,核准設立,2021-10-5
150000,三代傳承春芳燒烤羊肉,38922618,王孟鳳,200000,核准設立,2014-9-24
150000,龍聖通運有限公司,89819010,吳孟家,30000000,核准設立,1995-12-29
150000,龍鎮建設有限公司,82794041,吳浚瑋,30000000,核准設立,2019-1-21
150000,頌新建材股份有限公司,84733491,黃淑真,28000000,核准設立,1994-5-24
150000,民眾傳播事業有限公司,54635249,蔡雲夤,500000,核准設立,2014-7-3
149000,中力通運有限公司,60206245,劉邦川,29500000,核准設立,1976-12-20
148050,全奕通運有限公司,97300427,舒鉌語,36000000,核准設立,1996-12-5
148000,鎰成汽車旅運有限公司,59089326,林培助,70000000,核准設立,1975-12-6
147505,佳寬電料有限公司,5112193,王兩美,5000000,核准設立,1982-6-15
147000,方愛企業有限公司,16259258,林繩武,5000000,核准設立,1997-11-3
146800,山東行,99897400,,,,
146202,金藝泰企業社,87328376,李金銅,220000,核准設立,2020-9-2
144548,北金文具印刷有限公司,12221470,林進星,25000000,核准設立,1979-4-17
144363,映底子影像工作室,48871624,曾信郎,200000,核准設立,2007-3-29
143800,清隆冷凍空調有限公司,12992259,蘇英嬌,5000000,核准設立,2001-12-13
142300,群祥實業社,66993640,吳英文,246000,核准設立,2006-2-15
141750,新嘉汽車交通股份有限公司,65672888,施麗照,29500000,核准設立,1969-6-16
141120,沐玥傢飾有限公司,25157318,王敏隆,500000,核准設立,2010-1-18
140855,金儀股份有限公司板橋分公司,34586902,,,,1984-2-10
140000,大億毛巾企業有限公司,4480184,林章義,3800000,核准設立,1978-4-3
140000,樂匠音響企業社,17858251,戴寶田,20000,核准設立,2000-5-26
135219,嘉慶宴席餐館,25704456,翁龍慶,200000,核准設立,2010-12-9
134925,日泰遊覽車客運有限公司,16930873,黃于珊,30000000,核准設立,1999-6-1
132000,大順桌椅行,14462973,顏麗淑,30000,核准設立,2002-7-5
131760,皇家御品企業社,36803910,,,,
131000,新世爵數位科技有限公司,12862087,諶立杰,2100000,核准設立,2001-5-9
130680,倍吉有限公司,80171238,李麗香,5000000,核准設立,2003-3-19
130000,城鄉美食,39668776,,,,
129769,喬豐傳播實業社,99117875,劉義豪,1200000,核准設立,2004-1-2
129280,冠煌便當店,38771463,,,,
128450,宏達國際社,88557256,林妤宣,100000,核准設立,2021-9-27
128100,博映整合設計工作室,81406439,呂柏宏,200000,核准設立,2019-2-12
128000,新津香糕餅舖,99501759,李文正,200000,核准設立,2004-5-24
127700,耀新工程行,47999187,林國榮,230000,核准設立,2016-5-5
126996,寶福有線電視股份有限公司,96978934,何欣如,200000000,核准設立,1996-5-29
126700,德興科技企業社,81356233,陳諄芳,5000,核准設立,2019-1-10
126000,龍行展覽股份有限公司,24619735,張嘉璇,6000000,核准設立,2014-7-15
125659,和宜彩色印刷包裝有限公司,83378402,李昭輝,3000000,核准設立,2021-1-20
124950,興東遊覽客運股份有限公司,28107138,蔡奇峰,50000000,核准設立,2006-3-7
123925,台灣糖業股份有限公司高雄區處,99732750,,,,
121471,金鄉廣告設計有限公司,90125939,陳柏苓,10000,核准設立,2022-4-28
121437,新頻道有線電視股份有限公司,97176807,王鴻紳,1002490000,核准設立,1997-3-5
121250,夢幻氣球派對生活館,29400624,馬培皓,10000,核准設立,2004-11-23
120525,耕辛企業社,26426993,柯志誠,20000,核准設立,2011-1-26
120000,日一企業社,66423016,洪嘉彗,200000,核准設立,1998-9-3
120000,聯進股份有限公司,8414587,,,,
118335,東園中式快餐,13595525,,,,
118170,真好味自助餐,76771745,洪進上,200000,核准設立,2000-11-8
117212,大氣整合行銷股份有限公司,53748385,黃俊庭,2000000,核准設立,2012-3-21
116509,網路家庭國際資訊股份有限公司,16606102,詹宏志,1500000000,核准設立,1998-7-14
114600,豪賓通運股份有限公司,81140620,葉英,21000000,核准設立,1978-11-16
114450,毅潔環保有限公司,25191792,林淳婷,36000000,,2010-4-6
112940,阿舍自助餐,81932475,黃寶鳳,3000,核准設立,2019-11-7
112690,華楓印刷設計,15600755,,,,
112000,決戰時刻企業行,38692186,林羣富,60000,核准設立,2013-11-19
111940,冠閣有限公司,16428959,蔡秋姑,5400000,核准設立,1998-4-16
111300,乙喜廣告行銷有限公司,24201203,李金葉,500000,核准設立,2008-7-16
110934,駿湧有限公司,24821528,朱美娟,3000000,核准設立,2014-11-19
110300,禹彤廣告設計,10101301,陳雅湘,50000,核准設立,2007-4-20
110000,武威行,19203602,孫世傑,10000,核准設立,1999-3-12
110000,宇家有限公司,12859180,莊李三惠,5000000,核准設立,2001-4-30
108900,金儀股份有限公司台北六分公司,83504745,,,,2020-1-13
108550,新天地國際實業股份有限公司北區分公司,70757197,,,,1999-12-3
108500,北斗遊覽車客運股份有限公司,93761258,王淑娟,30160000,核准設立,1992-8-20
108200,象王創意設計整合行銷企業社,82494810,吳培維,230000,核准設立,2019-7-22
107500,冠達廣告社,56945487,傅美滿,230000,核准設立,1990-11-21
107310,松東廣告企業社,37677406,楊淑芬,200000,核准設立,2013-11-20
107300,馥豪通運有限公司,66404329,林建良,10000000,核准設立,1976-5-10
105375,上石味餐飲店,87113305,段紅詩,100000,歇業,2020-8-7
105350,喜洋洋食品行,73964918,王　淑　美　,6000,核准設立,1998-8-12
105000,中興保全科技股份有限公司台北分公司,86924447,,,,1992-10-5
104100,隨香自助餐,78119790,江秀津,3000,核准設立,1997-3-24
103249,富登創意整合有限公司,42838402,陳宏宇,1000000,核准設立,2016-1-4
103239,亮點視覺研發有限公司,80489586,曾慶平,5000000,核准設立,2003-6-24
102400,雙囍影藝有限公司,97311472,何偉嘉,4000000,核准設立,1997-1-7
102300,運通旅運有限公司,28313593,張治本,80000000,核准設立,2006-5-15
102000,蓬樂交通股份有限公司,49681448,陳鳳盛,10000000,核准設立,1976-5-1
102000,冬之一自助餐,99814817,羅明吉,300000,核准設立,2005-5-31
101600,陽光專業帳棚活動企劃承租行,47761058,吳昀暹,249000,核准設立,2016-9-13
101486,老新餐飲有限公司,24667567,張素貞,50000000,核准設立,2014-10-31
100600,天天來小吃部,8119591,林士詠,5000,核准設立,1990-8-17
100050,南鯤鯓遊覽車客運有限公司,89933531,張明發,36000000,核准設立,1994-10-21
100000,臺灣時報社股份有限公司,76012913,王宏仁,600000000,核准設立,1972-7-6
100000,偉徨有限公司,84424586,李美鈴,5000000,核准設立,1993-7-8
100000,慶明廣告企業社,72502657,蔡慶明,200000,核准設立,2018-6-15
100000,嘻文化有限公司,94015786,潘雅君,1000000,核准設立,2023-8-8
99900,溫莎堡食品股份有限公司,23821660,林志羽,20000000,核准設立,1990-8-4
99624,泉霖興業有限公司,80627602,郭蒼枝,1000000,核准設立,2004-1-2
99600,愛巴士通運有限公司,27562192,徐永金,50000000,核准設立,2005-2-15
98900,台灣卜蜂企業股份有限公司六星店,10929724,,,,
98000,宗群遊覽車客運有限公司,80223989,蘇士銘,50000000,核准設立,2002-8-2
97450,南嘟交通事業有限公司,89571312,黃麗娟,30000000,核准設立,1995-6-29
96900,海港城餐館,39676419,辜智達,50000,核准設立,2012-10-15
96550,蒂奇通運有限公司,89275564,劉俊傑,50000000,核准設立,1995-1-11
